date,symbol,open,high,low,close,volume,return_1d,period_end,report_date,fiscal_quarter,report_type,filing_lag_days,revenue,revenue_yoy,net_income,net_margin,operating_cashflow,debt_to_equity,gross_margin,roe,eps_estimate,eps_actual,eps_surprise,eps_surprise_pct,is_report_day,days_since_report,has_fundamentals
2024-07-12,DELT,48.75,49.6,48.14,48.84,311772,0.006443,2024-03-29,2024-04-22,1.0,quarterly,24.0,26312.15,0.028,1581.02,0.06,2061.46,1.33,0.109,0.098,1.014,0.947,-0.067,-0.066,0,81,1
2024-07-15,DELT,48.82,49.69,48.21,48.64,1291714,-0.003985,2024-03-29,2024-04-22,1.0,quarterly,24.0,26312.15,0.028,1581.02,0.06,2061.46,1.33,0.109,0.098,1.014,0.947,-0.067,-0.066,0,84,1
2024-07-16,DELT,48.12,48.84,47.46,48.05,1261867,-0.012183,2024-03-29,2024-04-22,1.0,quarterly,24.0,26312.15,0.028,1581.02,0.06,2061.46,1.33,0.109,0.098,1.014,0.947,-0.067,-0.066,0,85,1
2024-07-17,DELT,48.65,49.22,48.12,48.52,2457733,0.009762,2024-03-29,2024-04-22,1.0,quarterly,24.0,26312.15,0.028,1581.02,0.06,2061.46,1.33,0.109,0.098,1.014,0.947,-0.067,-0.066,0,86,1
2024-07-18,DELT,47.46,47.64,46.93,47.38,731210,-0.023557,2024-03-29,2024-04-22,1.0,quarterly,24.0,26312.15,0.028,1581.02,0.06,2061.46,1.33,0.109,0.098,1.014,0.947,-0.067,-0.066,0,87,1
2024-07-19,DELT,47.85,48.57,46.98,47.87,1731748,0.010381,2024-03-29,2024-04-22,1.0,quarterly,24.0,26312.15,0.028,1581.02,0.06,2061.46,1.33,0.109,0.098,1.014,0.947,-0.067,-0.066,0,88,1
2024-07-22,DELT,47.53,48.23,46.99,47.65,2486947,-0.004551,2024-03-29,2024-04-22,1.0,quarterly,24.0,26312.15,0.028,1581.02,0.06,2061.46,1.33,0.109,0.098,1.014,0.947,-0.067,-0.066,0,91,1
2024-07-23,DELT,47.81,48.25,47.54,47.66,360338,0.000126,2024-03-29,2024-04-22,1.0,quarterly,24.0,26312.15,0.028,1581.02,0.06,2061.46,1.33,0.109,0.098,1.014,0.947,-0.067,-0.066,0,92,1
2024-07-24,DELT,47.41,47.95,46.85,47.36,1223965,-0.006232,2024-03-29,2024-04-22,1.0,quarterly,24.0,26312.15,0.028,1581.02,0.06,2061.46,1.33,0.109,0.098,1.014,0.947,-0.067,-0.066,0,93,1
2024-07-25,DELT,48.36,48.6,47.27,48.19,1100293,0.017459,2024-03-29,2024-04-22,1.0,quarterly,24.0,26312.15,0.028,1581.02,0.06,2061.46,1.33,0.109,0.098,1.014,0.947,-0.067,-0.066,0,94,1
2024-07-26,DELT,48.44,48.84,48.26,48.38,260442,0.003988,2024-03-29,2024-04-22,1.0,quarterly,24.0,26312.15,0.028,1581.02,0.06,2061.46,1.33,0.109,0.098,1.014,0.947,-0.067,-0.066,0,95,1
2024-07-29,DELT,48.26,48.41,47.32,48.27,1169308,-0.002353,2024-03-29,2024-04-22,1.0,quarterly,24.0,26312.15,0.028,1581.02,0.06,2061.46,1.33,0.109,0.098,1.014,0.947,-0.067,-0.066,0,98,1
2024-07-30,DELT,48.0,48.48,47.05,48.07,783217,-0.004016,2024-03-29,2024-04-22,1.0,quarterly,24.0,26312.15,0.028,1581.02,0.06,2061.46,1.33,0.109,0.098,1.014,0.947,-0.067,-0.066,0,99,1
2024-07-31,DELT,48.24,48.7,47.48,48.03,904712,-0.00081,2024-03-29,2024-04-22,1.0,quarterly,24.0,26312.15,0.028,1581.02,0.06,2061.46,1.33,0.109,0.098,1.014,0.947,-0.067,-0.066,0,100,1
2024-08-01,DELT,49.34,50.24,48.99,49.39,689069,0.028311,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,1,0,1
2024-08-02,DELT,48.75,49.28,48.63,48.66,1395800,-0.014853,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,1,1
2024-08-05,DELT,49.39,50.29,49.23,49.27,1116416,0.012476,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,4,1
2024-08-06,DELT,49.66,50.63,49.26,49.66,1892847,0.008073,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,5,1
2024-08-07,DELT,50.63,50.77,49.84,50.7,1012893,0.020806,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,6,1
2024-08-08,DELT,51.09,51.71,50.12,51.08,1790451,0.007635,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,7,1
2024-08-09,DELT,51.1,51.42,50.81,50.99,1413055,-0.001864,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,8,1
2024-08-12,DELT,51.61,52.49,51.08,51.6,1008560,0.011913,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,11,1
2024-08-13,DELT,51.89,52.41,51.28,51.81,2094071,0.004137,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,12,1
2024-08-14,DELT,52.25,52.42,51.84,52.32,1894271,0.009786,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,13,1
2024-08-15,DELT,53.12,53.49,52.54,53.24,1409612,0.017572,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,14,1
2024-08-16,DELT,53.25,54.08,52.26,53.36,1428370,0.002272,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,15,1
2024-08-19,DELT,53.12,53.23,52.64,53.12,1956594,-0.004436,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,18,1
2024-08-20,DELT,52.66,53.2,52.5,52.78,1969880,-0.006366,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,19,1
2024-08-21,DELT,53.23,54.16,52.41,53.12,1838245,0.006479,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,20,1
2024-08-22,DELT,52.46,52.71,52.41,52.65,461944,-0.008887,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,21,1
2024-08-23,DELT,52.57,53.31,51.47,52.46,729067,-0.003664,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,22,1
2024-08-26,DELT,52.12,52.83,50.93,51.91,1130948,-0.010553,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,25,1
2024-08-27,DELT,52.07,52.57,51.95,52.22,1523216,0.005993,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,26,1
2024-08-28,DELT,51.8,51.94,51.14,51.72,1107694,-0.009415,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,27,1
2024-08-29,DELT,51.01,51.15,50.19,51.02,2105910,-0.013617,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,28,1
2024-08-30,DELT,50.46,51.44,49.88,50.36,1009146,-0.012936,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,29,1
2024-09-02,DELT,49.83,50.75,49.34,50.06,1451521,-0.005895,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,32,1
2024-09-03,DELT,49.61,50.18,48.65,49.79,1805477,-0.005459,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,33,1
2024-09-04,DELT,49.77,50.76,49.52,49.92,1068245,0.00264,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,34,1
2024-09-05,DELT,49.83,49.96,49.29,49.83,1481395,-0.001743,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,35,1
2024-09-06,DELT,50.04,50.28,49.9,50.13,1871562,0.006008,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,36,1
2024-09-09,DELT,50.45,50.67,50.12,50.44,1087551,0.006126,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,39,1
2024-09-10,DELT,50.7,51.6,49.84,50.82,2432991,0.007428,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,40,1
2024-09-11,DELT,49.69,50.11,48.93,49.65,1433495,-0.022915,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,41,1
2024-09-12,DELT,48.92,49.71,48.31,49.07,2008896,-0.01163,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,42,1
2024-09-13,DELT,49.45,49.69,49.27,49.4,1820103,0.006639,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,43,1
2024-09-16,DELT,49.48,50.26,48.6,49.45,2072885,0.000994,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,46,1
2024-09-17,DELT,50.17,50.98,49.81,50.13,1752793,0.013726,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,47,1
2024-09-18,DELT,49.22,49.66,48.68,49.24,1439176,-0.017688,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,48,1
2024-09-19,DELT,49.0,49.23,48.72,48.97,1949550,-0.005584,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,49,1
2024-09-20,DELT,48.74,49.41,48.22,48.78,1273144,-0.003728,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,50,1
2024-09-23,DELT,48.99,49.26,48.38,48.94,2158392,0.003223,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,53,1
2024-09-24,DELT,48.87,49.11,48.52,48.95,1354060,9.6e-05,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,54,1
2024-09-25,DELT,49.13,49.9,48.63,49.28,1900601,0.006917,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,55,1
2024-09-26,DELT,49.24,49.77,48.83,49.25,675388,-0.00067,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,56,1
2024-09-27,DELT,49.86,50.87,49.16,50.08,614320,0.016888,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,57,1
2024-09-30,DELT,51.0,51.43,50.43,51.12,1499032,0.02062,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,60,1
2024-10-01,DELT,50.22,50.68,49.33,50.43,2147131,-0.013397,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,61,1
2024-10-02,DELT,50.52,51.18,50.44,50.52,1888084,0.001731,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,62,1
2024-10-03,DELT,51.14,51.86,50.92,50.97,963653,0.008931,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,63,1
2024-10-04,DELT,51.33,51.77,51.04,51.26,2168670,0.005652,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,64,1
2024-10-07,DELT,51.11,51.57,50.9,51.05,1731743,-0.004119,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,67,1
2024-10-08,DELT,51.34,51.49,50.69,51.24,1479726,0.00385,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,68,1
2024-10-09,DELT,50.52,51.01,50.08,50.3,2479230,-0.018355,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,69,1
2024-10-10,DELT,50.22,51.29,50.18,50.32,1992068,0.000347,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,70,1
2024-10-11,DELT,49.62,49.75,49.13,49.43,877676,-0.017646,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,71,1
2024-10-14,DELT,49.69,50.36,49.17,49.78,349540,0.007037,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,74,1
2024-10-15,DELT,48.91,49.16,48.2,49.12,821485,-0.01325,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,75,1
2024-10-16,DELT,49.28,49.62,48.76,49.2,606363,0.001674,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,76,1
2024-10-17,DELT,49.35,50.14,48.4,49.39,618975,0.003716,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,77,1
2024-10-18,DELT,49.57,50.15,49.32,49.53,1402073,0.003036,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,78,1
2024-10-21,DELT,49.0,49.19,48.49,49.09,2463379,-0.009064,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,81,1
2024-10-22,DELT,49.11,49.57,48.73,48.99,1692798,-0.001859,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,82,1
2024-10-23,DELT,49.63,49.73,48.81,49.62,1181951,0.012746,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,83,1
2024-10-24,DELT,49.26,49.75,49.06,49.37,770885,-0.005014,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,84,1
2024-10-25,DELT,49.38,50.14,48.42,49.37,2002890,2.6e-05,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,85,1
2024-10-28,DELT,49.11,49.38,48.24,48.95,1461948,-0.008498,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,88,1
2024-10-29,DELT,49.46,50.04,48.89,49.58,313250,0.012804,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,89,1
2024-10-30,DELT,49.75,50.26,49.08,49.62,1272041,0.000755,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,90,1
2024-10-31,DELT,49.06,49.91,48.69,49.07,614975,-0.010997,2024-06-28,2024-08-01,2.0,quarterly,34.0,26646.45,0.04,3592.26,0.135,3460.68,1.356,0.196,0.14,0.96,0.979,0.018,0.019,0,91,1
2024-11-01,DELT,49.07,49.27,49.02,49.13,1345409,0.001117,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,1,0,1
2024-11-04,DELT,49.05,49.61,48.15,49.06,345324,-0.001295,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,3,1
2024-11-05,DELT,49.71,50.02,48.91,49.96,691063,0.018357,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,4,1
2024-11-06,DELT,49.89,50.08,49.73,49.96,2075960,2e-05,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,5,1
2024-11-07,DELT,49.17,49.4,49.01,49.15,588711,-0.016341,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,6,1
2024-11-08,DELT,49.45,50.23,49.13,49.51,445073,0.007464,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,7,1
2024-11-11,DELT,50.64,50.73,49.86,50.67,707991,0.023251,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,10,1
2024-11-12,DELT,51.45,52.43,50.92,51.46,2323271,0.015652,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,11,1
2024-11-13,DELT,50.72,51.19,50.04,50.74,2380510,-0.013941,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,12,1
2024-11-14,DELT,50.64,51.49,50.57,50.6,1726642,-0.002835,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,13,1
2024-11-15,DELT,50.59,50.85,49.65,50.61,1995132,0.000249,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,14,1
2024-11-18,DELT,50.57,50.93,50.33,50.52,2291937,-0.001766,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,17,1
2024-11-19,DELT,50.98,51.73,50.44,50.78,880505,0.005215,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,18,1
2024-11-20,DELT,50.58,51.09,49.62,50.69,1140374,-0.001755,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,19,1
2024-11-21,DELT,50.24,50.76,49.44,50.18,263999,-0.010182,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,20,1
2024-11-22,DELT,50.82,51.66,50.29,50.83,1409013,0.013026,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,21,1
2024-11-25,DELT,50.24,50.9,49.3,50.17,2329404,-0.013118,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,24,1
2024-11-26,DELT,49.76,50.6,49.6,49.69,263416,-0.009507,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,25,1
2024-11-27,DELT,49.14,49.25,48.94,49.04,1836433,-0.013003,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,26,1
2024-11-28,DELT,49.28,49.98,49.11,49.37,1271583,0.006751,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,27,1
2024-11-29,DELT,49.28,50.0,49.0,49.4,2419544,0.000538,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,28,1
2024-12-02,DELT,49.99,50.61,49.27,49.99,1558648,0.012003,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,31,1
2024-12-03,DELT,49.65,50.25,49.06,49.6,1132150,-0.007919,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,32,1
2024-12-04,DELT,48.98,49.69,48.38,48.81,431357,-0.015802,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,33,1
2024-12-05,DELT,48.53,49.43,47.77,48.61,1490025,-0.004212,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,34,1
2024-12-06,DELT,48.57,48.81,48.18,48.51,2456841,-0.002088,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,35,1
2024-12-09,DELT,48.76,48.89,48.55,48.65,229578,0.003021,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,38,1
2024-12-10,DELT,47.7,47.79,47.31,47.7,210099,-0.019561,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,39,1
2024-12-11,DELT,48.06,48.23,47.29,48.03,2247746,0.006885,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,40,1
2024-12-12,DELT,47.67,48.3,47.06,47.53,815136,-0.010466,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,41,1
2024-12-13,DELT,47.36,47.77,46.31,47.23,1597968,-0.00623,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,42,1
2024-12-16,DELT,47.89,48.27,47.06,47.92,1615929,0.014567,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,45,1
2024-12-17,DELT,46.76,47.62,45.96,46.7,1304153,-0.025414,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,46,1
2024-12-18,DELT,46.81,47.7,46.08,46.85,1344568,0.003256,2024-09-30,2024-11-01,3.0,quarterly,32.0,26875.73,0.047,2460.93,0.092,2945.03,0.955,0.158,0.109,0.948,0.968,0.02,0.022,0,47,1
